PhraseId,SentenceId,Phrase,Sentiment
38990,1860,"`` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .",Positive
39009,1861,"If you do n't laugh , flee .",Positive
39016,1862,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,Positive
39039,1863,"On its own , it 's not very interesting .",Negative
39045,1864,"Leigh is n't breaking new ground , but he knows how a daily grind can kill love .",Positive
39061,1865,"The rich performances by Friel -- and especially Williams , an American actress who becomes fully English -- round out the square edges .",Positive
39087,1866,"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .",Negative
39120,1867,"The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .",Positive
39155,1868,Five screenwriters,Positive
39170,1869,"About half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",Negative
39195,1870,Its one-sidedness ... flirts with propaganda .,Negative
39203,1871,Final verdict : You 've seen it all before .,Negative
39213,1872,"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",Positive
39240,1873,"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",Positive
39270,1874,"Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",Negative
39286,1875,Boring and meandering .,Negative
39289,1876,"No matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a Michael Jackson sort of way .",Negative
39314,1877,"The emotion is impressively true for being so hot-blooded , and both leads are up to the task .",Positive
39334,1878,"Gooding and Coburn are both Oscar winners , a fact which , as you watch them clumsily mugging their way through Snow Dogs , seems inconceivable .",Negative
39361,1879,Why ?,Negative
39362,1880,Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .,Negative
39380,1881,"It leers , offering next to little insight into its intriguing subject .",Negative
39393,1882,"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",Negative
39416,1883,"Throwing in everything except someone pulling the pin from a grenade with his teeth , Windtalkers seems to have ransacked every old World War II movie for overly familiar material .",Negative
39448,1884,A reworking of Die Hard and Cliffhanger but it 's nowhere near as exciting as either .,Negative
39467,1885,"-LRB- The kid 's -RRB- just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .",Negative
39491,1886,"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",Positive
39515,1887,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",Negative
39550,1888,"Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .",Negative
39567,1889,"Ms. Phoenix is completely lacking in charm and charisma , and is unable to project either Esther 's initial anomie or her eventual awakening .",Negative
39596,1890,The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,Positive
39615,1891,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",Negative
39640,1892,Throw Smoochy from the train !,Negative
39647,1893,"If you 're looking for something new and hoping for something entertaining , you 're in luck .",Positive
39666,1894,"De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",Positive
39691,1895,"Cold , Sterile And Lacking Any Color Or Warmth .",Negative
39701,1896,Mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .,Negative
39720,1897,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,Negative
39741,1898,In the end there is one word that best describes this film : honest .,Positive
39754,1899,It 's the funniest American comedy since Graffiti Bridge .,Positive
39764,1900,Secretary is not a movie about fetishism .,Positive
39770,1901,"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",Positive
39786,1902,"A rip-off twice removed , modeled after -LRB- Seagal 's -RRB- earlier copycat Under Siege , sometimes referred to as Die Hard on a boat .",Negative
39815,1903,More dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,Negative
39839,1904,"The only upside to all of this unpleasantness is , given its Labor Day weekend upload , FearDotCom should log a minimal number of hits .",Positive
39869,1905,"What the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .",Positive
39887,1906,The type of dumbed-down exercise in stereotypes that gives the -LRB- teen comedy -RRB- genre a bad name .,Negative
39906,1907,"an `` O Bruin , Where Art Thou ? ''",Positive
39918,1908,"... no charm , no laughs , no fun , no reason to watch .",Negative
39931,1909,"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",Positive
39946,1910,"... there 's a choppy , surface-effect feeling to the whole enterprise .",Negative
39960,1911,Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .,Positive
39986,1912,"At times , the movie looks genuinely pretty .",Positive
39992,1913,Warmed-over hash .,Positive
39996,1914,It was a dark and stormy night ...,Positive
40004,1915,Drowning 's too good for this sucker .,Negative
40013,1916,"A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",Positive
40033,1917,At times Auto Focus feels so distant you might as well be watching it through a telescope .,Negative
40046,1918,Rarely does such high-profile talent serve such literate material .,Positive
40056,1919,"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",Negative
40098,1920,A true-blue delight .,Positive
40102,1921,Kinnear 's performance is a career-defining revelation .,Positive
40110,1922,Less about Shakespeare than the spawn of fools who saw Quentin Tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .,Positive
40141,1923,Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .,Negative
40165,1924,Far more enjoyable than its predecessor .,Positive
40169,1925,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,Positive
40186,1926,It 's not hateful .,Positive
40190,1927,"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .",Positive
40235,1928,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,Negative
40268,1929,"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",Positive
40307,1930,One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,Positive
40325,1931,"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",Negative
40364,1932,"It 's provocative stuff , but the speculative effort is hampered by Taylor 's cartoonish performance and the film 's ill-considered notion that Hitler 's destiny was shaped by the most random of chances .",Negative
40400,1933,"The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .",Positive
40445,1934,"In -LRB- screenwriter -RRB- Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .",Positive
40466,1935,... a pretentious mess ...,Negative
40470,1936,"-LRB- Gulpilil -RRB- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .",Positive
40493,1937,The modern-day characters are nowhere near as vivid as the 19th-century ones .,Negative
40506,1938,-LRB- At least -RRB- Moore is a real charmer .,Positive
40514,1939,... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,Positive
40532,1940,All Analyze That proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .,Positive
40553,1941,A thriller without a lot of thrills .,Negative
40558,1942,Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,Positive
40571,1943,You never know where Changing Lanes is going to take you but it 's a heck of a ride .,Positive
40589,1944,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",Positive
40621,1945,"As Antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",Positive
40652,1946,Enigma lacks it .,Negative
40656,1947,"Poetic , heartbreaking .",Positive
40660,1948,"Real Women may have many agendas , but it also will win you over , in a big way .",Positive
40680,1949,And it is .,Positive
40682,1950,"In his determination to lighten the heavy subject matter , Silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .",Positive
40712,1951,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",Negative
40726,1952,The film did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side .,Negative
40751,1953,"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",Negative
40773,1954,An edifying glimpse into the wit and revolutionary spirit of these performers and their era .,Positive
40790,1955,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,Negative
40812,1956,"Both Grant and Hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .",Positive
40847,1957,"Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .",Negative
40873,1958,Famuyiwa 's feature,Positive
40888,1959,Ruh-roh !,Positive
40890,1960,"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",Negative
40915,1961,"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",Positive
40938,1962,A dreary indulgence .,Positive
40942,1963,A gushy episode of `` M \* A \* S \* H '' only this time from an Asian perspective .,Negative
40965,1964,"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",Positive
40982,1965,I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .,Negative
41003,1966,"It 's a lovely , sad dance highlighted by Kwan 's unique directing style .",Positive
41019,1967,"Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",Positive
41046,1968,"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",Positive
41069,1969,"Unless you 're a fanatic , the best advice is : ` Scooby ' do n't .",Negative
41087,1970,"The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a spiritual aspect of their characters ' suffering .",Positive
41117,1971,One suspects that Craven endorses They simply because this movie makes his own look much better by comparison .,Negative
41135,1972,"Hill looks to be going through the motions , beginning with the pale script .",Negative
41148,1973,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,Negative
41175,1974,"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .",Positive
41197,1975,"For a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",Positive
41216,1976,"Enigma looks great , has solid acting and a neat premise .",Positive
41227,1977,Manages to be wholesome and subversive at the same time .,Positive
41235,1978,"Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",Negative
41255,1979,"The touch is generally light enough and the performances , for the most part , credible .",Positive
41270,1980,An enjoyable above average summer diversion .,Positive
41276,1981,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",Negative
41301,1982,The pace of the film is very slow -LRB- for obvious reasons -RRB- and that too becomes off-putting .,Positive
41318,1983,It 's an 88-minute highlight reel that 's 86 minutes too long .,Negative
41328,1984,"Laughably , irredeemably awful .",Negative
41333,1985,"Twohy 's a good yarn-spinner , and ultimately the story compels .",Positive
41345,1986,"Steve Oedekerk is , alas , no Woody Allen .",Negative
41351,1987,The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .,Negative
41367,1988,Clooney directs this film always keeping the balance between the fantastic and the believable ...,Positive
41380,1989,"Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .",Positive
41393,1990,"I liked About Schmidt a lot , but I have a feeling that I would have liked it much more if Harry & Tonto never existed .",Positive
41416,1991,"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",Positive
41444,1992,"A quaint , romanticized rendering .",Positive
41452,1993,The dominant feeling is something like nostalgia . ',Positive
41461,1994,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series .",Negative
41480,1995,"An empty , purposeless exercise .",Negative
41485,1996,"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",Negative
41501,1997,A lot smarter than your average Bond .,Positive
41508,1998,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",Negative
41521,1999,A French film with a more down-home flavor .,Positive
41531,2000,"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",Positive
41556,2001,"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .",Negative
41592,2002,Is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?,Negative
41615,2003,"His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .",Positive
41638,2004,Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .,Positive
41657,2005,"Captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world .",Positive
41684,2006,Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,Negative
41699,2007,"The sequel is everything the original was not : contrived , overblown and tie-in ready .",Positive
41715,2008,What happens when something goes bump in the night and nobody cares ?,Negative
41729,2009,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",Negative
41750,2010,underventilated,Positive
41751,2011,"Smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .",Positive
41779,2012,For 95 often hilarious minutes,Positive
41812,2013,"It picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",Positive
41840,2014,The script by Vincent R. Nebrida ... tries to cram too many ingredients into one small pot .,Negative
41855,2015,"Birthday Girl lucks out with Chaplin and Kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .",Positive
41897,2016,Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,Negative
41923,2017,... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .,Negative
41953,2018,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",Positive
41979,2019,"fast , frantic and fun , but also soon forgotten",Positive
41988,2020,Deliciously slow .,Positive
41990,2021,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",Negative
42015,2022,Suffice to say its total promise is left slightly unfulfilled .,Negative
42027,2023,Those who want to be jolted out of their gourd should drop everything and run to Ichi .,Positive
42046,2024,An energetic and engaging film that never pretends to be something it is n't .,Positive
42061,2025,"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",Positive
42079,2026,An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .,Positive
42110,2027,Australian actor\/director John Polson and award-winning English cinematographer Giles Nuttgens make a terrific effort at disguising the obvious with energy and innovation .,Positive
42138,2028,"Belongs in the too-hot-for-TV direct-to-video\/DVD category , and this is why I have given it a one-star rating .",Negative
42159,2029,Ultimately feels like just one more in the long line of films this year about the business of making movies .,Positive
42176,2030,A wordy wisp of a comedy .,Positive
42183,2031,"A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",Positive
42200,2032,Nachtwey clears the cynicism right out of you .,Positive
42208,2033,she of the impossibly long limbs and sweetly conspiratorial smile,Positive
42225,2034,"The film delivers what it promises : A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",Positive
42266,2035,Bring on the sequel .,Positive
42269,2036,"-LRB- It -RRB- highlights not so much the crime lord 's messianic bent , but Spacey 's .",Positive
42289,2037,The date movie that Franz Kafka would have made .,Positive
42299,2038,"This charming , thought-provoking New York fest of life and love has its rewards .",Positive
42312,2039,"Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .",Positive
42330,2040,"We 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in Fire that makes the formula fresh again .",Positive
42352,2041,"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .",Positive
42376,2042,"Mild , meandering teen flick .",Positive
42381,2043,"Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .",Positive
42401,2044,An intriguing look at the French film industry during the German occupation ; its most delightful moments come when various characters express their quirky inner selves .,Positive
42430,2045,"A special kind of movie , this melancholic film noir reminded me a lot of Memento ...",Positive
42447,2046,... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .,Positive
42464,2047,Exposing the ways we fool ourselves is One Hour Photo 's real strength .,Positive
42478,2048,Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,Negative
42495,2049,"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",Positive
42511,2050,"A strong script , powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being .",Positive
42547,2051,"Basically , it 's pretty but dumb .",Positive
42554,2052,"-LRB- A -RRB- soulless , stupid sequel ...",Negative
42561,2053,"The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",Positive
42580,2054,"The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .",Positive
42598,2055,"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",Negative
42627,2056,"They crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness .",Negative
42649,2057,"He seems to want both , but succeeds in making neither .",Negative
42660,2058,Full of surprises .,Positive
42663,2059,"Forgettable , if good-hearted , movie .",Negative
42668,2060,"Just as the lousy Tarantino imitations have subsided , here comes the first lousy Guy Ritchie imitation .",Negative
42688,2061,Not even Felinni would know what to make of this Italian freakshow .,Negative
42702,2062,"About Amy 's cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and Amy 's neuroses when it comes to men .",Positive
42736,2063,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",Negative
42759,2064,"Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .",Positive
42779,2065,"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",Positive
42808,2066,"A wild , endearing , masterful documentary .",Positive
42815,2067,Cool gadgets and creatures keep this fresh .,Positive
42823,2068,LaBute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .,Positive
42841,2069,A charmer from Belgium .,Positive
42845,2070,"I 've never bought from telemarketers , but I bought this movie .",Positive
42858,2071,"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",Positive
42891,2072,"Appropriately cynical social commentary aside , # 9 never quite ignites .",Negative
42904,2073,"Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .",Positive
42930,2074,"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",Positive
42967,2075,"At its best , it 's Black Hawk Down with more heart .",Positive
42978,2076,"Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .",Positive
43020,2077,"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .",Positive
43046,2078,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",Negative
43073,2079,Arnold !,Positive
43074,2080,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",Positive
43090,2081,"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself .",Positive
43108,2082,Elling builds gradually until you feel fully embraced by this gentle comedy .,Positive
43121,2083,It bites hard .,Positive
43124,2084,"If the film has a problem , its shortness disappoints : You want the story to go on and on .",Positive
43142,2085,Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .,Positive
43176,2086,"This is a harrowing movie about how parents know where all the buttons are , and how to push them .",Positive
43198,2087,"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",Positive
43221,2088,"It 's a smartly directed , grown-up film of ideas .",Positive
43231,2089,"... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",Positive
43254,2090,"Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",Negative
43283,2091,"while -LRB- Roman Coppola -RRB- scores points for style , he staggers in terms of story .",Positive
43301,2092,is one of this year 's very best pictures .,Positive
43308,2093,Too daft by half ... but supremely good natured .,Positive
43319,2094,"Mostly , -LRB- Goldbacher -RRB- just lets her complicated characters be unruly , confusing and , through it all , human .",Positive
43340,2095,"jumps around with little logic or continuity ,",Negative
43358,2096,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",Positive
43378,2097,Visually striking and viscerally repellent .,Positive
43384,2098,"Too slow for a younger crowd , too shallow for an older one .",Negative
43397,2099,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .,Negative
43424,2100,"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",Positive
43455,2101,But even with the two-wrongs-make-a-right chemistry between Jolie and Burns ... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .,Positive
43480,2102,"Benigni 's Pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .",Positive
43503,2103,"A pale Xerox of other , better crime movies .",Negative
43513,2104,It 's a visual Rorschach test and I must have failed .,Negative
43525,2105,Great dragons !,Positive
43527,2106,A small movie with a big impact .,Positive
43532,2107,Daughter From Danang sticks with its subjects a little longer and tells a deeper story,Positive
43543,2108,"Sodden and glum , even in those moments where it 's supposed to feel funny and light .",Negative
43561,2109,-- but certainly hard to hate .,Positive
43567,2110,"In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",Positive
43604,2111,"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",Positive
43622,2112,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",Positive
43635,2113,"An honest , sensitive story from a Vietnamese point of view .",Positive
43646,2114,Who knew ...,Positive
43647,2115,Beautifully produced .,Positive
43649,2116,Those eternally devoted to the insanity of Black will have an intermittently good time .,Positive
43667,2117,A film with almost as many delights for adults as there are for children and dog lovers .,Positive
43682,2118,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette .",Positive
43703,2119,Grainy photography mars an otherwise delightful comedy of errors .,Positive
43714,2120,Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .,Negative
43733,2121,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .",Negative
43770,2122,A sloppy slapstick throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .,Negative
43787,2123,"The script is a tired one , with few moments of joy rising above the stale material .",Negative
43803,2124,"-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RR",Positive
43856,2125,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . ',Positive
43875,2126,Harmless fun .,Positive
43876,2127,"Infidelity drama is nicely shot , well-edited and features a standout performance by Diane Lane .",Positive
43896,2128,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .,Negative
43921,2129,"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",Negative
43936,2130,"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .",Positive
43967,2131,"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",Positive
43985,2132,Bielinsky is a filmmaker of impressive talent .,Positive
43992,2133,"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",Positive
44022,2134,Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .,Positive
44053,2135,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",Negative
44079,2136,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",Negative
44101,2137,It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .,Positive
44115,2138,Does n't deserve a passing grade -LRB- even on a curve -RRB- .,Negative
44129,2139,First-timer John McKay is never able to pull it back on course .,Negative
44142,2140,A return to pure Disney magic and is enjoyable family fare .,Positive
44154,2141,"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",Negative
44175,2142,"` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '",Positive
44189,2143,Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .,Positive
44206,2144,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",Positive
44226,2145,"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .",Positive
44244,2146,It 's just a movie that happens to have Jackie Chan in it .,Negative
44253,2147,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",Negative
44287,2148,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",Positive
44329,2149,"You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars .",Negative
44351,2150,"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",Negative
44384,2151,"Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .",Negative
44402,2152,A moving picture that does not move .,Negative
44408,2153,"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",Negative
44428,2154,"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .",Positive
44460,2155,"Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .",Positive
44481,2156,A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .,Positive
44502,2157,"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",Positive
44543,2158,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,Positive
44568,2159,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .",Positive
44593,2160,Naipaul fans may be disappointed .,Negative
44597,2161,"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .",Negative
44616,2162,"A beautiful , entertaining two hours .",Positive
44620,2163,"Enough said , except : Film overboard !",Negative
44627,2164,"Writer\/director Walter Hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",Positive
44662,2165,"For all the time we spend with these people , we never really get inside of them .",Negative
44675,2166,Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,Negative
44686,2167,Naomi Watts is terrific as Rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .,Positive
44710,2168,A giddy and provocative sexual romp that has something to say .,Positive
